             Vardas                           Pavarde                     Galutinis (Vid.)         
            Vardas504                       Pavarde504                          2.51               
            Vardas505                       Pavarde505                          4.22               
            Vardas509                       Pavarde509                          2.28               
            Vardas511                       Pavarde511                          1.60               
            Vardas512                       Pavarde512                          2.09               
            Vardas514                       Pavarde514                          4.75               
            Vardas516                       Pavarde516                          4.67               
            Vardas518                       Pavarde518                          1.69               
            Vardas519                       Pavarde519                          2.60               
            Vardas520                       Pavarde520                          2.83               
            Vardas524                       Pavarde524                          3.16               
            Vardas525                       Pavarde525                          3.91               
            Vardas529                       Pavarde529                          4.96               
            Vardas531                       Pavarde531                          3.68               
            Vardas533                       Pavarde533                          2.41               
            Vardas540                       Pavarde540                          2.54               
            Vardas542                       Pavarde542                          4.50               
            Vardas543                       Pavarde543                          1.55               
            Vardas545                       Pavarde545                          3.29               
            Vardas547                       Pavarde547                          3.72               
            Vardas550                       Pavarde550                          3.94               
            Vardas551                       Pavarde551                          1.53               
            Vardas556                       Pavarde556                          4.62               
            Vardas558                       Pavarde558                          2.57               
            Vardas561                       Pavarde561                          3.57               
            Vardas565                       Pavarde565                          3.99               
            Vardas569                       Pavarde569                          3.60               
            Vardas571                       Pavarde571                          1.71               
            Vardas572                       Pavarde572                          2.20               
            Vardas576                       Pavarde576                          3.92               
            Vardas577                       Pavarde577                          3.36               
            Vardas580                       Pavarde580                          4.04               
            Vardas581                       Pavarde581                          4.07               
            Vardas583                       Pavarde583                          3.74               
            Vardas585                       Pavarde585                          1.01               
            Vardas586                       Pavarde586                          3.29               
            Vardas587                       Pavarde587                          4.04               
            Vardas588                       Pavarde588                          4.04               
            Vardas589                       Pavarde589                          3.08               
            Vardas590                       Pavarde590                          4.83               
            Vardas593                       Pavarde593                          4.15               
            Vardas594                       Pavarde594                          2.28               
            Vardas595                       Pavarde595                          2.75               
            Vardas598                       Pavarde598                          4.17               
            Vardas599                       Pavarde599                          2.11               
            Vardas600                       Pavarde600                          4.00               
            Vardas602                       Pavarde602                          2.38               
            Vardas603                       Pavarde603                          4.16               
            Vardas605                       Pavarde605                          4.95               
            Vardas606                       Pavarde606                          4.58               
            Vardas607                       Pavarde607                          2.60               
            Vardas610                       Pavarde610                          1.81               
            Vardas611                       Pavarde611                          3.13               
            Vardas612                       Pavarde612                          3.72               
            Vardas614                       Pavarde614                          1.55               
            Vardas616                       Pavarde616                          2.26               
            Vardas620                       Pavarde620                          3.43               
            Vardas625                       Pavarde625                          4.40               
            Vardas630                       Pavarde630                          2.26               
            Vardas631                       Pavarde631                          2.44               
            Vardas633                       Pavarde633                          4.12               
            Vardas636                       Pavarde636                          2.39               
            Vardas639                       Pavarde639                          1.96               
            Vardas640                       Pavarde640                          3.93               
            Vardas641                       Pavarde641                          2.35               
            Vardas643                       Pavarde643                          4.97               
            Vardas646                       Pavarde646                          4.15               
            Vardas647                       Pavarde647                          3.59               
            Vardas649                       Pavarde649                          2.31               
            Vardas650                       Pavarde650                          0.65               
            Vardas652                       Pavarde652                          2.94               
            Vardas653                       Pavarde653                          2.88               
            Vardas654                       Pavarde654                          2.36               
            Vardas657                       Pavarde657                          2.72               
            Vardas658                       Pavarde658                          1.31               
            Vardas659                       Pavarde659                          4.12               
            Vardas661                       Pavarde661                          1.76               
            Vardas662                       Pavarde662                          3.94               
            Vardas664                       Pavarde664                          2.11               
            Vardas667                       Pavarde667                          2.46               
            Vardas668                       Pavarde668                          2.71               
            Vardas669                       Pavarde669                          4.95               
            Vardas670                       Pavarde670                          1.11               
            Vardas673                       Pavarde673                          2.42               
            Vardas676                       Pavarde676                          3.08               
            Vardas677                       Pavarde677                          3.50               
            Vardas678                       Pavarde678                          2.21               
            Vardas679                       Pavarde679                          3.90               
            Vardas680                       Pavarde680                          1.63               
            Vardas682                       Pavarde682                          1.61               
            Vardas683                       Pavarde683                          2.59               
            Vardas685                       Pavarde685                          3.29               
            Vardas690                       Pavarde690                          3.96               
            Vardas691                       Pavarde691                          2.56               
            Vardas692                       Pavarde692                          1.57               
            Vardas694                       Pavarde694                          2.70               
            Vardas697                       Pavarde697                          3.74               
            Vardas700                       Pavarde700                          3.76               
            Vardas702                       Pavarde702                          1.86               
            Vardas703                       Pavarde703                          1.51               
            Vardas708                       Pavarde708                          3.87               
            Vardas709                       Pavarde709                          3.85               
            Vardas710                       Pavarde710                          4.70               
            Vardas711                       Pavarde711                          3.87               
            Vardas713                       Pavarde713                          3.35               
            Vardas714                       Pavarde714                          2.63               
            Vardas715                       Pavarde715                          4.73               
            Vardas719                       Pavarde719                          3.86               
            Vardas722                       Pavarde722                          1.76               
            Vardas723                       Pavarde723                          3.81               
            Vardas724                       Pavarde724                          2.76               
            Vardas725                       Pavarde725                          4.85               
            Vardas726                       Pavarde726                          4.43               
            Vardas729                       Pavarde729                          4.81               
            Vardas730                       Pavarde730                          4.95               
            Vardas731                       Pavarde731                          2.53               
            Vardas732                       Pavarde732                          4.13               
            Vardas734                       Pavarde734                          4.96               
            Vardas735                       Pavarde735                          1.56               
            Vardas739                       Pavarde739                          3.47               
            Vardas741                       Pavarde741                          3.61               
            Vardas742                       Pavarde742                          3.95               
            Vardas744                       Pavarde744                          3.80               
            Vardas746                       Pavarde746                          2.58               
            Vardas749                       Pavarde749                          4.97               
            Vardas751                       Pavarde751                          3.11               
            Vardas754                       Pavarde754                          4.62               
            Vardas756                       Pavarde756                          4.19               
            Vardas762                       Pavarde762                          1.53               
            Vardas764                       Pavarde764                          4.28               
            Vardas766                       Pavarde766                          4.73               
            Vardas769                       Pavarde769                          4.99               
            Vardas771                       Pavarde771                          2.86               
            Vardas772                       Pavarde772                          3.30               
            Vardas773                       Pavarde773                          3.69               
            Vardas774                       Pavarde774                          2.50               
            Vardas775                       Pavarde775                          2.41               
            Vardas776                       Pavarde776                          3.51               
            Vardas779                       Pavarde779                          1.84               
            Vardas782                       Pavarde782                          2.35               
            Vardas783                       Pavarde783                          4.46               
            Vardas785                       Pavarde785                          4.97               
            Vardas789                       Pavarde789                          3.82               
            Vardas790                       Pavarde790                          2.49               
            Vardas792                       Pavarde792                          3.39               
            Vardas793                       Pavarde793                          4.17               
            Vardas794                       Pavarde794                          3.21               
            Vardas797                       Pavarde797                          1.40               
            Vardas799                       Pavarde799                          4.04               
            Vardas800                       Pavarde800                          4.27               
            Vardas801                       Pavarde801                          4.52               
            Vardas802                       Pavarde802                          3.21               
            Vardas803                       Pavarde803                          4.57               
            Vardas804                       Pavarde804                          2.55               
            Vardas806                       Pavarde806                          1.66               
            Vardas808                       Pavarde808                          3.96               
            Vardas809                       Pavarde809                          4.82               
            Vardas811                       Pavarde811                          2.17               
            Vardas813                       Pavarde813                          1.65               
            Vardas814                       Pavarde814                          1.93               
            Vardas815                       Pavarde815                          4.83               
            Vardas818                       Pavarde818                          1.70               
            Vardas819                       Pavarde819                          3.59               
            Vardas820                       Pavarde820                          3.49               
            Vardas822                       Pavarde822                          2.51               
            Vardas824                       Pavarde824                          4.02               
            Vardas825                       Pavarde825                          1.79               
            Vardas826                       Pavarde826                          4.40               
            Vardas829                       Pavarde829                          2.57               
            Vardas830                       Pavarde830                          4.20               
            Vardas831                       Pavarde831                          3.81               
            Vardas833                       Pavarde833                          3.49               
            Vardas834                       Pavarde834                          2.84               
            Vardas836                       Pavarde836                          3.07               
            Vardas837                       Pavarde837                          1.09               
            Vardas839                       Pavarde839                          2.74               
            Vardas841                       Pavarde841                          1.76               
            Vardas843                       Pavarde843                          3.84               
            Vardas844                       Pavarde844                          2.25               
            Vardas846                       Pavarde846                          1.91               
            Vardas847                       Pavarde847                          1.42               
            Vardas851                       Pavarde851                          3.42               
            Vardas852                       Pavarde852                          2.28               
            Vardas853                       Pavarde853                          3.50               
            Vardas854                       Pavarde854                          3.12               
            Vardas858                       Pavarde858                          2.67               
            Vardas859                       Pavarde859                          2.10               
            Vardas860                       Pavarde860                          2.48               
            Vardas864                       Pavarde864                          4.69               
            Vardas865                       Pavarde865                          3.76               
            Vardas866                       Pavarde866                          1.37               
            Vardas870                       Pavarde870                          3.69               
            Vardas871                       Pavarde871                          4.00               
            Vardas874                       Pavarde874                          2.61               
            Vardas875                       Pavarde875                          3.01               
            Vardas876                       Pavarde876                          3.49               
            Vardas878                       Pavarde878                          4.66               
            Vardas881                       Pavarde881                          3.69               
            Vardas882                       Pavarde882                          2.39               
            Vardas883                       Pavarde883                          4.31               
            Vardas885                       Pavarde885                          3.20               
            Vardas887                       Pavarde887                          4.05               
            Vardas889                       Pavarde889                          4.18               
            Vardas892                       Pavarde892                          4.66               
            Vardas894                       Pavarde894                          2.79               
            Vardas895                       Pavarde895                          1.87               
            Vardas897                       Pavarde897                          4.32               
            Vardas898                       Pavarde898                          1.82               
            Vardas899                       Pavarde899                          2.43               
            Vardas901                       Pavarde901                          2.95               
            Vardas903                       Pavarde903                          2.32               
            Vardas905                       Pavarde905                          3.80               
            Vardas908                       Pavarde908                          4.34               
            Vardas909                       Pavarde909                          4.22               
            Vardas915                       Pavarde915                          2.18               
            Vardas918                       Pavarde918                          3.50               
            Vardas919                       Pavarde919                          4.28               
            Vardas922                       Pavarde922                          2.54               
            Vardas924                       Pavarde924                          1.30               
            Vardas925                       Pavarde925                          4.63               
            Vardas926                       Pavarde926                          2.97               
            Vardas927                       Pavarde927                          1.46               
            Vardas928                       Pavarde928                          2.79               
            Vardas929                       Pavarde929                          1.88               
            Vardas936                       Pavarde936                          1.72               
            Vardas938                       Pavarde938                          3.14               
            Vardas940                       Pavarde940                          2.31               
            Vardas942                       Pavarde942                          4.16               
            Vardas943                       Pavarde943                          3.30               
            Vardas944                       Pavarde944                          2.66               
            Vardas952                       Pavarde952                          4.26               
            Vardas954                       Pavarde954                          4.79               
            Vardas955                       Pavarde955                          3.10               
            Vardas956                       Pavarde956                          3.55               
            Vardas958                       Pavarde958                          4.18               
            Vardas960                       Pavarde960                          3.76               
            Vardas965                       Pavarde965                          4.80               
            Vardas967                       Pavarde967                          3.69               
            Vardas968                       Pavarde968                          4.98               
            Vardas970                       Pavarde970                          5.00               
            Vardas974                       Pavarde974                          3.45               
            Vardas976                       Pavarde976                          4.05               
            Vardas978                       Pavarde978                          2.58               
            Vardas981                       Pavarde981                          2.78               
            Vardas982                       Pavarde982                          3.20               
            Vardas983                       Pavarde983                          2.95               
            Vardas989                       Pavarde989                          4.25               
            Vardas990                       Pavarde990                          2.35               
            Vardas993                       Pavarde993                          2.70               
            Vardas994                       Pavarde994                          3.40               
            Vardas997                       Pavarde997                          3.47               
            Vardas998                       Pavarde998                          3.78               
            Vardas999                       Pavarde999                          4.64               
