             Vardas                           Pavarde                     Galutinis (Vid.)         
            Vardas190                       Pavarde190                          8.29               
            Vardas191                       Pavarde191                          7.33               
            Vardas193                       Pavarde193                          7.37               
            Vardas194                       Pavarde194                          6.09               
            Vardas195                       Pavarde195                          7.02               
            Vardas197                       Pavarde197                          7.28               
            Vardas204                       Pavarde204                          7.01               
            Vardas206                       Pavarde206                          7.75               
            Vardas208                       Pavarde208                          7.08               
            Vardas216                       Pavarde216                          7.55               
            Vardas219                       Pavarde219                          8.28               
            Vardas222                       Pavarde222                          5.64               
            Vardas223                       Pavarde223                          7.54               
            Vardas225                       Pavarde225                          6.92               
            Vardas230                       Pavarde230                          6.22               
            Vardas232                       Pavarde232                          7.22               
            Vardas235                       Pavarde235                          6.88               
            Vardas236                       Pavarde236                          7.62               
            Vardas237                       Pavarde237                          5.74               
            Vardas238                       Pavarde238                          5.34               
            Vardas239                       Pavarde239                          5.54               
            Vardas240                       Pavarde240                          6.71               
            Vardas241                       Pavarde241                          5.64               
            Vardas244                       Pavarde244                          9.02               
            Vardas248                       Pavarde248                          5.40               
            Vardas252                       Pavarde252                          8.13               
            Vardas256                       Pavarde256                          8.17               
            Vardas257                       Pavarde257                          6.76               
            Vardas258                       Pavarde258                          8.34               
            Vardas261                       Pavarde261                          8.03               
            Vardas262                       Pavarde262                          8.13               
            Vardas263                       Pavarde263                          6.74               
            Vardas265                       Pavarde265                          7.58               
            Vardas267                       Pavarde267                          6.80               
            Vardas268                       Pavarde268                          7.66               
            Vardas270                       Pavarde270                          6.00               
            Vardas272                       Pavarde272                          6.93               
            Vardas275                       Pavarde275                          8.24               
            Vardas278                       Pavarde278                          7.33               
            Vardas279                       Pavarde279                          5.43               
            Vardas280                       Pavarde280                          5.39               
            Vardas281                       Pavarde281                          6.93               
            Vardas285                       Pavarde285                          7.63               
            Vardas288                       Pavarde288                          6.82               
            Vardas290                       Pavarde290                          7.19               
            Vardas293                       Pavarde293                          5.56               
            Vardas296                       Pavarde296                          6.82               
            Vardas297                       Pavarde297                          6.40               
            Vardas298                       Pavarde298                          5.06               
            Vardas300                       Pavarde300                          5.61               
            Vardas303                       Pavarde303                          7.32               
            Vardas304                       Pavarde304                          5.57               
            Vardas305                       Pavarde305                          5.17               
            Vardas308                       Pavarde308                          6.69               
            Vardas310                       Pavarde310                          7.12               
            Vardas315                       Pavarde315                          5.72               
            Vardas317                       Pavarde317                          6.88               
            Vardas319                       Pavarde319                          5.40               
            Vardas323                       Pavarde323                          6.94               
            Vardas325                       Pavarde325                          8.21               
            Vardas326                       Pavarde326                          7.86               
            Vardas329                       Pavarde329                          8.20               
            Vardas330                       Pavarde330                          6.61               
            Vardas335                       Pavarde335                          6.16               
            Vardas338                       Pavarde338                          5.87               
            Vardas339                       Pavarde339                          6.54               
            Vardas340                       Pavarde340                          7.80               
            Vardas341                       Pavarde341                          6.77               
            Vardas343                       Pavarde343                          6.54               
            Vardas344                       Pavarde344                          6.78               
            Vardas345                       Pavarde345                          6.11               
            Vardas346                       Pavarde346                          5.78               
            Vardas348                       Pavarde348                          5.68               
            Vardas349                       Pavarde349                          5.76               
            Vardas350                       Pavarde350                          6.67               
            Vardas354                       Pavarde354                          8.46               
            Vardas358                       Pavarde358                          8.12               
            Vardas359                       Pavarde359                          5.72               
            Vardas361                       Pavarde361                          5.27               
            Vardas362                       Pavarde362                          6.83               
            Vardas363                       Pavarde363                          6.33               
            Vardas364                       Pavarde364                          7.89               
            Vardas365                       Pavarde365                          8.54               
            Vardas369                       Pavarde369                          5.07               
            Vardas371                       Pavarde371                          5.21               
            Vardas373                       Pavarde373                          5.41               
            Vardas377                       Pavarde377                          6.49               
            Vardas379                       Pavarde379                          5.18               
            Vardas380                       Pavarde380                          6.21               
            Vardas381                       Pavarde381                          6.34               
            Vardas382                       Pavarde382                          6.91               
            Vardas384                       Pavarde384                          7.50               
            Vardas385                       Pavarde385                          6.70               
            Vardas387                       Pavarde387                          7.77               
            Vardas393                       Pavarde393                          5.71               
            Vardas397                       Pavarde397                          6.54               
            Vardas398                       Pavarde398                          5.73               
            Vardas400                       Pavarde400                          7.63               
            Vardas401                       Pavarde401                          8.35               
            Vardas403                       Pavarde403                          6.51               
            Vardas404                       Pavarde404                          6.66               
            Vardas407                       Pavarde407                          8.11               
            Vardas408                       Pavarde408                          7.81               
            Vardas409                       Pavarde409                          6.66               
            Vardas410                       Pavarde410                          7.19               
            Vardas411                       Pavarde411                          7.51               
            Vardas412                       Pavarde412                          7.50               
            Vardas413                       Pavarde413                          7.53               
            Vardas415                       Pavarde415                          5.21               
            Vardas419                       Pavarde419                          6.34               
            Vardas420                       Pavarde420                          8.30               
            Vardas421                       Pavarde421                          6.64               
            Vardas424                       Pavarde424                          7.02               
            Vardas425                       Pavarde425                          5.42               
            Vardas427                       Pavarde427                          7.43               
            Vardas428                       Pavarde428                          7.65               
            Vardas431                       Pavarde431                          6.76               
            Vardas433                       Pavarde433                          8.22               
            Vardas435                       Pavarde435                          7.21               
            Vardas441                       Pavarde441                          7.11               
            Vardas442                       Pavarde442                          6.42               
            Vardas445                       Pavarde445                          6.21               
            Vardas446                       Pavarde446                          8.16               
            Vardas448                       Pavarde448                          6.84               
            Vardas450                       Pavarde450                          6.38               
            Vardas451                       Pavarde451                          7.96               
            Vardas452                       Pavarde452                          7.73               
            Vardas457                       Pavarde457                          5.38               
            Vardas458                       Pavarde458                          5.22               
            Vardas463                       Pavarde463                          5.83               
            Vardas465                       Pavarde465                          7.89               
            Vardas466                       Pavarde466                          6.73               
            Vardas467                       Pavarde467                          7.64               
            Vardas469                       Pavarde469                          6.58               
            Vardas473                       Pavarde473                          6.15               
            Vardas475                       Pavarde475                          5.04               
            Vardas476                       Pavarde476                          6.16               
            Vardas477                       Pavarde477                          7.14               
            Vardas478                       Pavarde478                          5.28               
            Vardas480                       Pavarde480                          5.03               
            Vardas481                       Pavarde481                          6.29               
            Vardas484                       Pavarde484                          5.30               
            Vardas485                       Pavarde485                          5.82               
            Vardas486                       Pavarde486                          8.02               
            Vardas488                       Pavarde488                          6.11               
            Vardas489                       Pavarde489                          6.42               
            Vardas490                       Pavarde490                          7.77               
            Vardas492                       Pavarde492                          6.06               
            Vardas495                       Pavarde495                          5.36               
            Vardas498                       Pavarde498                          6.68               
            Vardas499                       Pavarde499                          7.33               
            Vardas500                       Pavarde500                          7.58               
            Vardas501                       Pavarde501                          6.42               
            Vardas503                       Pavarde503                          5.78               
            Vardas506                       Pavarde506                          6.26               
            Vardas511                       Pavarde511                          6.70               
            Vardas512                       Pavarde512                          8.62               
            Vardas514                       Pavarde514                          5.44               
            Vardas515                       Pavarde515                          7.95               
            Vardas516                       Pavarde516                          5.89               
            Vardas517                       Pavarde517                          6.16               
            Vardas518                       Pavarde518                          6.14               
            Vardas519                       Pavarde519                          7.15               
            Vardas520                       Pavarde520                          7.10               
            Vardas521                       Pavarde521                          8.07               
            Vardas526                       Pavarde526                          6.71               
            Vardas527                       Pavarde527                          5.22               
            Vardas529                       Pavarde529                          5.72               
            Vardas531                       Pavarde531                          8.03               
            Vardas534                       Pavarde534                          6.63               
            Vardas536                       Pavarde536                          5.04               
            Vardas538                       Pavarde538                          6.11               
            Vardas539                       Pavarde539                          6.25               
            Vardas540                       Pavarde540                          7.32               
            Vardas541                       Pavarde541                          8.46               
            Vardas544                       Pavarde544                          7.42               
            Vardas545                       Pavarde545                          7.10               
            Vardas546                       Pavarde546                          5.08               
            Vardas548                       Pavarde548                          5.84               
            Vardas549                       Pavarde549                          8.10               
            Vardas551                       Pavarde551                          6.89               
            Vardas553                       Pavarde553                          7.44               
            Vardas557                       Pavarde557                          7.65               
            Vardas558                       Pavarde558                          6.85               
            Vardas559                       Pavarde559                          7.41               
            Vardas562                       Pavarde562                          5.13               
            Vardas565                       Pavarde565                          8.20               
            Vardas568                       Pavarde568                          6.24               
            Vardas571                       Pavarde571                          5.24               
            Vardas572                       Pavarde572                          6.15               
            Vardas573                       Pavarde573                          6.52               
            Vardas574                       Pavarde574                          5.79               
            Vardas578                       Pavarde578                          5.74               
            Vardas579                       Pavarde579                          8.34               
            Vardas580                       Pavarde580                          8.30               
            Vardas584                       Pavarde584                          6.49               
            Vardas585                       Pavarde585                          8.51               
            Vardas586                       Pavarde586                          5.79               
            Vardas590                       Pavarde590                          6.08               
            Vardas591                       Pavarde591                          7.98               
            Vardas592                       Pavarde592                          6.43               
            Vardas593                       Pavarde593                          6.11               
            Vardas594                       Pavarde594                          6.14               
            Vardas597                       Pavarde597                          6.40               
            Vardas599                       Pavarde599                          6.49               
            Vardas600                       Pavarde600                          6.99               
            Vardas601                       Pavarde601                          5.88               
            Vardas602                       Pavarde602                          5.70               
            Vardas603                       Pavarde603                          8.54               
            Vardas605                       Pavarde605                          5.67               
            Vardas606                       Pavarde606                          7.75               
            Vardas609                       Pavarde609                          6.72               
            Vardas611                       Pavarde611                          6.07               
            Vardas612                       Pavarde612                          6.29               
            Vardas613                       Pavarde613                          6.25               
            Vardas617                       Pavarde617                          8.42               
            Vardas618                       Pavarde618                          7.43               
            Vardas621                       Pavarde621                          7.41               
            Vardas623                       Pavarde623                          8.01               
            Vardas628                       Pavarde628                          5.86               
            Vardas629                       Pavarde629                          7.80               
            Vardas631                       Pavarde631                          6.71               
            Vardas633                       Pavarde633                          8.67               
            Vardas634                       Pavarde634                          5.92               
            Vardas635                       Pavarde635                          6.63               
            Vardas636                       Pavarde636                          5.12               
            Vardas637                       Pavarde637                          7.99               
            Vardas640                       Pavarde640                          6.83               
            Vardas642                       Pavarde642                          8.09               
            Vardas646                       Pavarde646                          6.01               
            Vardas648                       Pavarde648                          7.28               
            Vardas650                       Pavarde650                          6.58               
            Vardas652                       Pavarde652                          6.16               
            Vardas656                       Pavarde656                          8.55               
            Vardas659                       Pavarde659                          5.72               
            Vardas660                       Pavarde660                          7.71               
            Vardas661                       Pavarde661                          6.56               
            Vardas663                       Pavarde663                          5.35               
            Vardas665                       Pavarde665                          6.12               
            Vardas666                       Pavarde666                          7.79               
            Vardas667                       Pavarde667                          5.95               
            Vardas668                       Pavarde668                          7.94               
            Vardas672                       Pavarde672                          6.56               
            Vardas676                       Pavarde676                          6.66               
            Vardas677                       Pavarde677                          6.33               
            Vardas678                       Pavarde678                          6.18               
            Vardas679                       Pavarde679                          6.77               
            Vardas680                       Pavarde680                          8.18               
            Vardas681                       Pavarde681                          8.06               
            Vardas683                       Pavarde683                          5.65               
            Vardas684                       Pavarde684                          5.48               
            Vardas685                       Pavarde685                          6.38               
            Vardas686                       Pavarde686                          7.92               
            Vardas687                       Pavarde687                          5.62               
            Vardas689                       Pavarde689                          6.04               
            Vardas692                       Pavarde692                          8.07               
            Vardas693                       Pavarde693                          7.51               
            Vardas696                       Pavarde696                          5.92               
            Vardas698                       Pavarde698                          6.94               
            Vardas700                       Pavarde700                          8.30               
            Vardas703                       Pavarde703                          7.17               
            Vardas706                       Pavarde706                          8.01               
            Vardas707                       Pavarde707                          7.48               
            Vardas709                       Pavarde709                          8.51               
            Vardas712                       Pavarde712                          5.37               
            Vardas721                       Pavarde721                          8.30               
            Vardas722                       Pavarde722                          8.45               
            Vardas723                       Pavarde723                          7.29               
            Vardas726                       Pavarde726                          8.42               
            Vardas727                       Pavarde727                          5.57               
            Vardas728                       Pavarde728                          6.71               
            Vardas731                       Pavarde731                          5.98               
            Vardas732                       Pavarde732                          6.81               
            Vardas734                       Pavarde734                          5.70               
            Vardas742                       Pavarde742                          5.85               
            Vardas744                       Pavarde744                          6.85               
            Vardas745                       Pavarde745                          7.44               
            Vardas751                       Pavarde751                          8.35               
            Vardas755                       Pavarde755                          5.32               
            Vardas757                       Pavarde757                          7.44               
            Vardas759                       Pavarde759                          5.77               
            Vardas762                       Pavarde762                          7.72               
            Vardas763                       Pavarde763                          6.91               
            Vardas765                       Pavarde765                          6.65               
            Vardas766                       Pavarde766                          8.78               
            Vardas768                       Pavarde768                          9.06               
            Vardas770                       Pavarde770                          6.64               
            Vardas771                       Pavarde771                          5.31               
            Vardas773                       Pavarde773                          5.75               
            Vardas776                       Pavarde776                          5.11               
            Vardas777                       Pavarde777                          5.96               
            Vardas778                       Pavarde778                          6.46               
            Vardas779                       Pavarde779                          7.33               
            Vardas783                       Pavarde783                          6.14               
            Vardas784                       Pavarde784                          5.80               
            Vardas786                       Pavarde786                          6.49               
            Vardas788                       Pavarde788                          8.22               
            Vardas791                       Pavarde791                          7.01               
            Vardas793                       Pavarde793                          8.10               
            Vardas795                       Pavarde795                          8.29               
            Vardas796                       Pavarde796                          5.39               
            Vardas797                       Pavarde797                          6.79               
            Vardas801                       Pavarde801                          8.39               
            Vardas802                       Pavarde802                          6.86               
            Vardas803                       Pavarde803                          6.24               
            Vardas805                       Pavarde805                          7.46               
            Vardas807                       Pavarde807                          5.56               
            Vardas809                       Pavarde809                          5.12               
            Vardas810                       Pavarde810                          7.93               
            Vardas811                       Pavarde811                          7.86               
            Vardas812                       Pavarde812                          8.61               
            Vardas814                       Pavarde814                          5.57               
            Vardas815                       Pavarde815                          7.40               
            Vardas818                       Pavarde818                          7.65               
            Vardas819                       Pavarde819                          8.89               
            Vardas827                       Pavarde827                          6.64               
            Vardas828                       Pavarde828                          5.47               
            Vardas829                       Pavarde829                          6.08               
            Vardas831                       Pavarde831                          7.44               
            Vardas832                       Pavarde832                          6.48               
            Vardas834                       Pavarde834                          5.73               
            Vardas836                       Pavarde836                          6.88               
            Vardas837                       Pavarde837                          7.51               
            Vardas839                       Pavarde839                          5.95               
            Vardas840                       Pavarde840                          6.56               
            Vardas844                       Pavarde844                          6.83               
            Vardas845                       Pavarde845                          5.10               
            Vardas849                       Pavarde849                          5.82               
            Vardas852                       Pavarde852                          6.15               
            Vardas853                       Pavarde853                          6.65               
            Vardas856                       Pavarde856                          6.83               
            Vardas859                       Pavarde859                          5.16               
            Vardas863                       Pavarde863                          6.51               
            Vardas866                       Pavarde866                          5.50               
            Vardas868                       Pavarde868                          5.36               
            Vardas872                       Pavarde872                          7.56               
            Vardas873                       Pavarde873                          7.63               
            Vardas874                       Pavarde874                          5.52               
            Vardas875                       Pavarde875                          8.32               
            Vardas877                       Pavarde877                          7.40               
            Vardas878                       Pavarde878                          5.05               
            Vardas880                       Pavarde880                          6.14               
            Vardas881                       Pavarde881                          6.88               
            Vardas882                       Pavarde882                          6.55               
            Vardas883                       Pavarde883                          5.78               
            Vardas884                       Pavarde884                          5.56               
            Vardas886                       Pavarde886                          8.56               
            Vardas890                       Pavarde890                          5.51               
            Vardas892                       Pavarde892                          6.71               
            Vardas896                       Pavarde896                          6.68               
            Vardas901                       Pavarde901                          6.89               
            Vardas903                       Pavarde903                          5.19               
            Vardas904                       Pavarde904                          8.08               
            Vardas905                       Pavarde905                          6.58               
            Vardas906                       Pavarde906                          5.62               
            Vardas907                       Pavarde907                          6.84               
            Vardas908                       Pavarde908                          5.86               
            Vardas911                       Pavarde911                          7.49               
            Vardas912                       Pavarde912                          6.71               
            Vardas913                       Pavarde913                          5.29               
            Vardas914                       Pavarde914                          6.94               
            Vardas915                       Pavarde915                          6.75               
            Vardas917                       Pavarde917                          5.47               
            Vardas918                       Pavarde918                          6.00               
            Vardas920                       Pavarde920                          6.27               
            Vardas924                       Pavarde924                          7.44               
            Vardas927                       Pavarde927                          6.27               
            Vardas928                       Pavarde928                          6.92               
            Vardas930                       Pavarde930                          5.38               
            Vardas931                       Pavarde931                          5.85               
            Vardas935                       Pavarde935                          8.38               
            Vardas936                       Pavarde936                          8.14               
            Vardas937                       Pavarde937                          7.00               
            Vardas940                       Pavarde940                          5.43               
            Vardas942                       Pavarde942                          5.41               
            Vardas943                       Pavarde943                          6.75               
            Vardas944                       Pavarde944                          7.23               
            Vardas946                       Pavarde946                          6.27               
            Vardas947                       Pavarde947                          6.65               
            Vardas948                       Pavarde948                          5.69               
            Vardas950                       Pavarde950                          6.38               
            Vardas955                       Pavarde955                          7.95               
            Vardas956                       Pavarde956                          6.66               
            Vardas958                       Pavarde958                          7.26               
            Vardas961                       Pavarde961                          8.63               
            Vardas963                       Pavarde963                          7.07               
            Vardas965                       Pavarde965                          6.01               
            Vardas967                       Pavarde967                          7.05               
            Vardas968                       Pavarde968                          8.20               
            Vardas971                       Pavarde971                          7.85               
            Vardas972                       Pavarde972                          7.38               
            Vardas974                       Pavarde974                          7.47               
            Vardas976                       Pavarde976                          5.77               
            Vardas977                       Pavarde977                          5.58               
            Vardas980                       Pavarde980                          6.26               
            Vardas983                       Pavarde983                          5.91               
            Vardas987                       Pavarde987                          6.24               
            Vardas990                       Pavarde990                          5.78               
            Vardas992                       Pavarde992                          7.29               
            Vardas994                       Pavarde994                          8.07               
            Vardas997                       Pavarde997                          7.44               
            Vardas998                       Pavarde998                          6.11               
